Id,Label,d8,d7,d6,d5,d4,d3,d2,d1,d0,indegree,outdegree,Degree,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,pageranks,Authority,Hub,Comunidades,X,Y,Size,Color
franmeja,franmeja,54946,0,0,0,0,79318,1,1339,353,0,3,3,5,8,0.289344,0.335296,0,0,0.000044,0,0.0353,pulidojorge,0.481625,0.67445,0.003122,"#da5ed6"
joseucho2680,joseucho2680,38412,0,0,0,0,10,0,47,86,0,2,2,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.589825,0.154843,0.002081,"#ff5315"
Dariella2007,Dariella2007,5822,0,0,0,0,127,0,147,28,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.52886,0.121023,0.001041,"#ff5315"
moremiradaniel,moremiradaniel,10620,0,0,0,0,4016,1,633,458,0,1,1,268,1,1,1,0,0,0.000044,0,0.001723,SOLOVENEX_,0.238358,0.463998,0.001041,"#00b2e6"
fertineo,fertineo,101253,0,0,0,0,11982,104,3248,12726,0,1,1,268,1,1,1,0,0,0.000044,0,0.001723,SOLOVENEX_,0.325668,0.407345,0.001041,"#00b2e6"
Guiller07Q,Guiller07Q,4995,0,0,0,0,5798,0,565,94,0,2,2,304,1,1,1,0,0,0.000044,0,0.001725,304,0.431827,0.337757,0.002081,"#c0c0c0"
CarruselAurine1,CarruselAurine1,90660,0,0,0,0,4666,16,2650,872,0,3,3,15,2,0.714286,0.8,0,0,0.000044,0,0.001497,15,0.281821,0.699033,0.003122,"#c0c0c0"
roberto166,roberto166,164767,0,0,0,0,37394,29,1380,1386,1,2,3,268,1,1,1,2,0.000896,0.000081,0,0.002181,SOLOVENEX_,0.092356,0.467958,0.003122,"#00b2e6"
eduardcarrasco,eduardcarrasco,870,0,0,0,0,3596,0,1778,163,0,1,1,340,1,1,1,0,0,0.000044,0,0.000791,340,0.465116,0.413186,0.001041,"#c0c0c0"
catia_1987,catia_1987,9099,0,0,0,0,8664,1,146,25,0,2,2,120,2,0.666667,0.75,0,0,0.000044,0,0.000111,MervinMaldonad0,0.358997,0.106349,0.002081,"#00a176"
_Andres7498,_Andres7498,1322,0,0,0,0,6634,0,171,54,0,1,1,15,2,0.666667,0.75,0,0,0.000044,0,0.00006,15,0.236563,0.814538,0.001041,"#c0c0c0"
JeraldJ93,JeraldJ93,5035,0,0,0,0,7376,0,762,124,0,1,1,5,10,0.175716,0.1919,0,0,0.000044,0,0.000012,pulidojorge,0.160415,0.793366,0.001041,"#da5ed6"
EnriqueEdi34440,EnriqueEdi34440,1193,0,0,0,0,1626,0,626,27,0,1,1,268,1,1,1,0,0,0.000044,0,0.001723,SOLOVENEX_,0.286325,0.408941,0.001041,"#00b2e6"
Gochito15,Gochito15,4521,0,0,0,1,107,0,200,58,0,1,1,268,1,1,1,0,0,0.000044,0,0.001723,SOLOVENEX_,0.272698,0.471386,0.001041,"#00b2e6"
camaroons,camaroons,111332,0,0,0,0,68647,46,1512,2259,2,1,3,78,1,1,1,4,0.002063,0.000063,0.001342,0.000074,78,0.59835,0.3895,0.003122,"#c0c0c0"
Contratoslic,Contratoslic,6491,0,0,0,0,5600,1,1130,206,0,3,3,5,8,0.28125,0.323036,0,0,0.000044,0,0.002332,pulidojorge,0.22689,0.819388,0.003122,"#da5ed6"
danielmonterof,danielmonterof,88341,0,0,0,0,29901,22,764,1489,0,1,1,268,1,1,1,0,0,0.000044,0,0.001723,SOLOVENEX_,0.306488,0.412237,0.001041,"#00b2e6"
karen35905745,karen35905745,19337,0,0,0,0,56,0,40,28,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.458925,0.139561,0.001041,"#ff5315"
Ibrahimherrera,Ibrahimherrera,3655,0,0,0,0,3433,3,1011,373,0,1,1,268,1,1,1,0,0,0.000044,0,0.001723,SOLOVENEX_,0.255164,0.432114,0.001041,"#00b2e6"
JoseRGL2611,JoseRGL2611,11432,0,0,0,0,2051,1,1369,295,0,1,1,268,1,1,1,0,0,0.000044,0,0.001723,SOLOVENEX_,0.289787,0.418222,0.001041,"#00b2e6"
SOLOVENEX_,SOLOVENEX_,17143,2,0,9,53,7985,104,322,26704,190,1,191,268,0,0,0,0,0.207803,0.005918,0.0536,0,SOLOVENEX_,0.312465,0.478169,0.198751,"#00b2e6"
la_flacagledys,la_flacagledys,34342,0,0,0,0,1346,0,39,24,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.424795,0.100558,0.001041,"#ff5315"
CaracasFC1967,CaracasFC1967,10332,0,0,0,0,3548,3,423,603,10,4,14,5,9,0.212575,0.242862,2624.258333,0.009271,0.00031,0.00038,0.031446,pulidojorge,0.175575,0.775033,0.014568,"#da5ed6"
nookier,nookier,126747,0,0,0,0,1910,17,286,1833,15,4,19,15,11,0.161914,0.177167,3922.765152,0.015474,0.000309,0.004189,0.000929,15,0.354611,0.933337,0.019771,"#c0c0c0"
Carlitosjf,Carlitosjf,108,1,0,1,3,587,1,458,41,1,1,2,247,9,0.210149,0.234542,0,0.089628,0.001272,0.000014,0.03126,klon_perez,0.689162,0.723553,0.002081,"#36ae00"
VelasquezYulima,VelasquezYulima,7908,0,0,0,0,22174,3,3916,407,0,2,2,120,1,1,1,0,0,0.000044,0,0.001732,MervinMaldonad0,0.400025,0.427075,0.002081,"#00a176"
AlexanderEnsli,AlexanderEnsli,10234,1,0,0,0,7899,0,1545,91,2,7,9,180,8,0.274357,0.322281,11671.682758,0.035289,0.000316,0.000067,0.003774,180,0.461044,0.664117,0.009365,"#c0c0c0"
Carlos90611149,Carlos90611149,9184,0,0,0,0,6,0,52,44,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.590794,0.128816,0.001041,"#ff5315"
_josvic,_josvic,69,0,0,0,2,126,0,79,3,0,2,2,78,9,0.210746,0.237182,0,0,0.000044,0,0.032099,78,0.544984,0.516744,0.002081,"#c0c0c0"
Marafuente11,Marafuente11,38661,0,0,0,0,37398,0,388,258,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.596395,0.020812,0.001041,"#ff5315"
FCalienteRadio,FCalienteRadio,7437,1,0,5,10,1758,14,155,3995,10,1,11,302,1,1,1,2122,0.010987,0.000348,0.002423,0,amarcanopsuv,0.126737,0.55782,0.011446,"#d94968"
TochePiojo,TochePiojo,36107,0,0,0,0,15638,18,987,1036,1,1,2,15,2,0.666667,0.75,2,0.000984,0.000088,0,0.00006,15,0.227423,0.812096,0.002081,"#c0c0c0"
CARLOSCUBEROS4,CARLOSCUBEROS4,13076,0,0,0,0,12722,4,1584,322,0,0,0,10,0,0,0,0,0,0.000044,0,0,10,0.05855,0.345346,0,"#c0c0c0"
ChavezVive754,ChavezVive754,29102,0,0,0,0,1393,0,103,98,0,2,2,120,1,1,1,0,0,0.000044,0,0.000116,MervinMaldonad0,0.56071,0.158203,0.002081,"#00a176"
jairo_zerpa,jairo_zerpa,340,0,0,0,1,23009,0,1379,151,0,0,0,11,0,0,0,0,0,0.000044,0,0,11,0.920557,0.749578,0,"#c0c0c0"
richardgamboa,richardgamboa,197011,0,0,0,0,134,45,5179,4666,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.442619,0.126832,0.001041,"#ff5315"
Pablosativax1,Pablosativax1,14093,0,0,0,0,150,0,93,49,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.438934,0.090655,0.001041,"#ff5315"
guillermoo7030,guillermoo7030,31555,0,0,0,0,172,0,519,255,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.52941,0.127608,0.001041,"#ff5315"
Venezuelaboni16,Venezuelaboni16,15726,0,0,0,0,3,0,101,41,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.378946,0.092296,0.001041,"#ff5315"
salcedo_2810,salcedo_2810,110771,1,0,0,1,266,15,730,1459,2,3,5,175,8,0.272308,0.312362,267.066667,0.002077,0.000071,0.000003,0.002319,175,0.48702,0.663406,0.005203,"#c0c0c0"
Elizasa85031596,Elizasa85031596,42804,0,0,0,0,5207,0,252,468,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.532743,0.11653,0.001041,"#ff5315"
Nebraldo2,Nebraldo2,28384,0,0,0,0,3,0,25,66,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.589971,0.112413,0.001041,"#ff5315"
Pedrola51624238,Pedrola51624238,49445,0,0,0,0,26145,8,5002,2437,0,1,1,6,1,1,1,0,0,0.000044,0,0,6,0.673629,0.938474,0.001041,"#c0c0c0"
wismerM,wismerM,127757,0,0,0,0,106443,7,1453,1124,0,2,2,65,9,0.256354,0.291942,0,0,0.000044,0,0.035386,Naranjazos10,0.491151,0.585751,0.002081,"#ad7d00"
keylabreto,keylabreto,48079,0,0,0,0,303,0,29,50,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.601607,0.110869,0.001041,"#ff5315"
gaboaurine,gaboaurine,212,0,0,0,1,630,0,60,27,0,4,4,15,8,0.239892,0.265068,0,0,0.000044,0,0.001269,15,0.198141,0.756889,0.004162,"#c0c0c0"
ChamolocoLdr,ChamolocoLdr,30723,0,0,0,0,28484,0,1269,586,1,4,5,78,9,0.194705,0.214914,0,0.000988,0.000044,0,0.001636,78,0.15314,0.515549,0.005203,"#c0c0c0"
JesusCo2996,JesusCo2996,2523,0,0,0,0,4470,0,80,13,1,9,10,15,8,0.284,0.325835,355,0.000896,0.000081,0,0.038484,15,0.257558,0.620955,0.010406,"#c0c0c0"
JoseMa726,JoseMa726,52523,0,0,0,0,41014,0,563,337,0,2,2,6,1,1,1,0,0,0.000044,0,0,6,0.648356,0.949936,0.002081,"#c0c0c0"
pedrobarros444,pedrobarros444,442,0,0,0,0,9055,1,251,281,3,0,3,251,0,0,0,0,0.002689,0.000113,0.000021,0,251,0.190922,0.288634,0.003122,"#c0c0c0"
JoseD_LCRN,JoseD_LCRN,15493,0,0,0,0,51433,2,432,575,4,9,13,15,7,0.289712,0.339597,23120.289147,0.011437,0.00044,0.002561,0.004479,15,0.27594,0.86009,0.013528,"#c0c0c0"
keiyer4,keiyer4,8147,0,0,0,0,1309,0,86,17,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.590686,0.025747,0.001041,"#ff5315"
grecia21211,grecia21211,23409,0,0,0,0,22,0,344,145,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.581122,0.096237,0.001041,"#ff5315"
MaderaYimber,MaderaYimber,5839,0,0,0,0,20,0,17,16,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.586432,0.121256,0.001041,"#ff5315"
marilynbreto,marilynbreto,56816,0,0,0,0,259,0,23,58,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.422515,0.074436,0.001041,"#ff5315"
Olga42704679,Olga42704679,36244,0,0,0,0,29,0,143,77,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.412013,0.029994,0.001041,"#ff5315"
danieleghm,danieleghm,866,0,0,0,0,712,1,1049,86,0,0,0,12,0,0,0,0,0,0.000044,0,0,12,0.977033,0.340564,0,"#c0c0c0"
Olgaa7031,Olgaa7031,33472,0,0,0,0,158,0,505,247,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.588351,0.100612,0.001041,"#ff5315"
rigalmauricio1,rigalmauricio1,990,0,0,0,0,821,0,152,24,0,0,0,13,0,0,0,0,0,0.000044,0,0,13,0.150532,0.840901,0,"#c0c0c0"
HenryARangel,HenryARangel,15507,0,0,0,0,1475,0,308,83,0,1,1,15,2,0.666667,0.75,0,0,0.000044,0,0.00006,15,0.230876,0.800726,0.001041,"#c0c0c0"
DESICARI,DESICARI,51801,1,0,4,8,16403,5,600,1025,6,1,7,78,10,0.192982,0.20793,1419.166667,0.011938,0.000572,0.001233,0.000039,78,0.800345,0.697459,0.007284,"#c0c0c0"
GolGambeta,GolGambeta,1203,0,0,0,0,4581,0,549,244,0,0,0,14,0,0,0,0,0,0.000044,0,0,14,0.550624,0.983027,0,"#c0c0c0"
love85750804,love85750804,24509,0,0,0,0,108,0,17,34,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.433553,0.076638,0.001041,"#ff5315"
MoralesGabriel_,MoralesGabriel_,110388,0,0,0,0,1198,12,1474,2451,18,2,20,15,1,1,1,348.396032,0.021688,0.000617,0.001878,0.000138,15,0.245945,0.803659,0.020812,"#c0c0c0"
lfperez538,lfperez538,4203,1,0,0,0,5988,0,150,65,2,2,4,78,9,0.238968,0.267007,1763.666667,0.008428,0.000632,0.001218,0.000191,78,0.806303,0.718727,0.004162,"#c0c0c0"
Elmagodelfrio,Elmagodelfrio,62006,0,0,0,0,272,0,19,37,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.357048,0.061398,0.001041,"#ff5315"
Obdulia35189285,Obdulia35189285,16216,0,0,0,0,0,0,77,53,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.410273,0.09196,0.001041,"#ff5315"
Juangom31020368,Juangom31020368,13561,0,0,0,0,15,0,83,36,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.606007,0.113323,0.001041,"#ff5315"
vasque83,vasque83,529,0,0,0,1,7,0,93,5,1,3,4,268,9,0.210872,0.237418,0,0.000988,0.000044,0,0.032983,SOLOVENEX_,0.480726,0.515321,0.004162,"#00b2e6"
PabloAlvaradoo,PabloAlvaradoo,12315,0,0,0,0,4891,3,1481,1322,0,1,1,78,11,0.16215,0.172331,0,0,0.000044,0,0.00004,78,0.818447,0.710021,0.001041,"#c0c0c0"
silver06256425,silver06256425,34216,0,0,0,0,125,0,32,39,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.413585,0.072236,0.001041,"#ff5315"
Miguel93401821,Miguel93401821,40793,0,0,0,0,1787,0,637,341,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.454983,0.074796,0.001041,"#ff5315"
YoSoyJAIG,YoSoyJAIG,48458,0,0,0,0,999,0,334,333,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.436818,0.085734,0.001041,"#ff5315"
adrianm_20,adrianm_20,82640,0,0,0,0,16356,7,772,587,2,1,3,247,11,0.16215,0.172331,16.166667,0.00188,0.000088,0.001051,0.00004,klon_perez,0.660355,0.789115,0.003122,"#36ae00"
IvanRojasY,IvanRojasY,17763,0,0,0,0,4138,13,574,303,0,1,1,16,1,1,1,0,0,0.000044,0,0,16,0.741959,0.112056,0.001041,"#c0c0c0"
josesan59356560,josesan59356560,27096,0,0,0,0,9033,0,169,130,0,4,4,94,2,0.75,0.833333,0,0,0.000044,0,0.000516,94,0.266788,0.194499,0.004162,"#c0c0c0"
Emysports26,Emysports26,779,0,0,0,1,1331,0,182,56,0,0,0,17,0,0,0,0,0,0.000044,0,0,17,0.263322,0.928836,0,"#c0c0c0"
JuanCar7036,JuanCar7036,35365,0,0,0,0,503,0,672,346,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.597203,0.089416,0.001041,"#ff5315"
bertiz_rafael,bertiz_rafael,14267,0,0,0,0,19,0,67,38,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.606733,0.055171,0.001041,"#ff5315"
Leocaribean,Leocaribean,7527,0,0,0,0,2981,0,368,267,1,2,3,124,9,0.206312,0.223454,2,0.000896,0.000063,0.000033,0.002418,124,0.194972,0.608169,0.003122,"#c0c0c0"
Josempr470,Josempr470,3714,0,0,0,0,9850,0,716,96,0,0,0,18,0,0,0,0,0,0.000044,0,0,18,0.259769,0.076245,0,"#c0c0c0"
mbellog,mbellog,35805,0,0,0,0,1683,38,753,3449,0,3,3,152,9,0.234085,0.2659,0,0,0.000044,0,0.033063,152,0.296297,0.434163,0.003122,"#c0c0c0"
Soul_Unknonw,Soul_Unknonw,6611,0,0,0,1,20441,0,860,125,0,0,0,19,0,0,0,0,0,0.000044,0,0,19,0.684422,0.071175,0,"#c0c0c0"
dosisdepor710,dosisdepor710,5420,0,0,0,1,1029,0,311,547,3,1,4,204,1,1,1,2,0.002689,0.000086,0.000138,0,204,0.069314,0.420314,0.004162,"#c0c0c0"
FloresJeffer86,FloresJeffer86,19754,0,0,0,0,4448,2,654,252,0,0,0,20,0,0,0,0,0,0.000044,0,0,20,0.714636,0.077976,0,"#c0c0c0"
LuisMed86143055,LuisMed86143055,25254,1,0,0,0,33404,0,3589,731,7,25,32,152,7,0.354125,0.422504,63385.530955,0.044058,0.000336,0.004763,0.044391,152,0.19784,0.708017,0.033299,"#c0c0c0"
Luci2502377068,Luci2502377068,23267,0,0,0,0,817,0,23,16,0,2,2,134,2,0.666667,0.75,0,0,0.000044,0,0.000107,134,0.622069,0.138003,0.002081,"#c0c0c0"
belkis25450547,belkis25450547,27032,0,0,0,0,40,0,28,32,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.529721,0.082158,0.001041,"#ff5315"
antonio_ceballo,antonio_ceballo,15977,0,0,0,0,14698,3,1327,378,17,17,34,78,8,0.313446,0.37962,122125.955266,0.110117,0.002039,0.004724,0.037852,78,0.74154,0.775576,0.03538,"#c0c0c0"
AponteKent,AponteKent,56618,0,0,0,0,76118,4,2926,1013,1,5,6,78,11,0.163284,0.179351,0,0.000988,0.000044,0,0.000201,78,0.602814,0.349075,0.006243,"#c0c0c0"
TeAmoVenezuel20,TeAmoVenezuel20,121168,0,0,0,0,53,0,113,191,0,2,2,120,1,1,1,0,0,0.000044,0,0.000116,MervinMaldonad0,0.54738,0.160234,0.002081,"#00a176"
meetandpotatoes,meetandpotatoes,106981,0,0,0,0,21609,4,2965,553,1,3,4,30,9,0.219725,0.248229,2117,0.001714,0.000074,0.001071,0.032025,avilchezve,0.623425,0.798957,0.008523,"#57782f"
manueljsq73,manueljsq73,2244,2,0,0,0,799,3,278,74,0,0,0,21,0,0,0,0,0,0.000044,0,0,21,0.709411,0.060878,0,"#c0c0c0"
nornieto08,nornieto08,4872,0,0,0,0,206,0,139,71,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.501371,0.137834,0.001041,"#ff5315"
Carlospdiaz1990,Carlospdiaz1990,4607,0,0,0,0,23822,0,490,139,1,9,10,152,7,0.325023,0.370935,31175.295576,0.034393,0.000279,0.000067,0.004108,152,0.3137,0.873819,0.010406,"#c0c0c0"
hernanmr,hernanmr,58424,0,0,0,0,63046,8,391,462,0,1,1,152,1,1,1,0,0,0.000044,0,0.000192,152,0.134773,0.618544,0.001041,"#c0c0c0"
Alejandro842128,Alejandro842128,38958,0,0,0,0,398,0,226,142,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.50029,0.121158,0.001041,"#ff5315"
edwguerr2,edwguerr2,3908,0,0,0,0,3823,0,360,8,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.573059,0.124626,0.001041,"#ff5315"
josezambrano01,josezambrano01,19966,0,0,0,0,134,5,175,326,5,1,6,15,0,0,0,0,0.008132,0.000228,0.001363,0,15,0.210884,0.861213,0.006243,"#c0c0c0"
alvaroyaya,alvaroyaya,3870,0,0,0,0,726,4,2090,710,0,0,0,22,0,0,0,0,0,0.000044,0,0,22,0.13026,0.813846,0,"#c0c0c0"
jehova1212,jehova1212,18655,0,0,0,0,3964,0,1905,774,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.569733,0.122179,0.001041,"#ff5315"
AnttMonn,AnttMonn,96908,0,0,0,1,15666,13,212,833,0,0,0,23,0,0,0,0,0,0.000044,0,0,23,0.614738,0.984517,0,"#c0c0c0"
davidjose_1998,davidjose_1998,96966,0,0,0,0,1261,0,1002,779,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.523287,0.104051,0.001041,"#ff5315"
Daniela41281595,Daniela41281595,25474,0,0,0,0,29,0,49,45,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.462169,0.088975,0.001041,"#ff5315"
Laneg13,Laneg13,1333,0,0,0,0,1326,2,3160,578,0,0,0,24,0,0,0,0,0,0.000044,0,0,24,0.980752,0.45784,0,"#c0c0c0"
Juanam2022,Juanam2022,67389,0,0,0,0,599,0,440,361,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.496018,0.103721,0.001041,"#ff5315"
doris23959975,doris23959975,90961,0,0,0,0,4016,1,75,131,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.512235,0.145579,0.001041,"#ff5315"
lourdes08530671,lourdes08530671,17215,0,0,0,0,38,0,102,68,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.564765,0.065268,0.001041,"#ff5315"
albacarre11,albacarre11,48534,0,0,0,0,23,0,10,23,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.469401,0.110292,0.001041,"#ff5315"
Rico19401,Rico19401,37385,0,0,0,0,136,0,219,170,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.561523,0.031677,0.001041,"#ff5315"
joscarjmillanc,joscarjmillanc,59092,0,0,0,0,39,0,19,47,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.539373,0.104246,0.001041,"#ff5315"
rosamar70429550,rosamar70429550,61621,0,0,0,0,237,0,42,83,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.472802,0.127239,0.001041,"#ff5315"
perezajos59,perezajos59,19230,0,0,0,0,1767,0,32,10,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.515973,0.123021,0.001041,"#ff5315"
Anthony50493189,Anthony50493189,20367,0,0,0,0,14,0,157,122,0,2,2,120,1,1,1,0,0,0.000044,0,0.000236,MervinMaldonad0,0.450978,0.169686,0.002081,"#00a176"
Elianamcd90,Elianamcd90,13062,0,0,0,0,673,0,281,147,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.537042,0.114678,0.001041,"#ff5315"
Dagober19393765,Dagober19393765,6187,0,0,0,0,5,0,230,145,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.429338,0.136831,0.001041,"#ff5315"
eljavi2023,eljavi2023,22643,0,0,0,0,3660,0,20,45,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.448826,0.093648,0.001041,"#ff5315"
dios282,dios282,23439,0,0,0,0,5180,0,2324,1000,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.547933,0.106473,0.001041,"#ff5315"
elihs92115918,elihs92115918,22601,0,0,0,0,43,0,35,33,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.548393,0.110326,0.001041,"#ff5315"
Vanessa__0010,Vanessa__0010,22085,0,0,0,0,52,0,378,401,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.392051,0.067987,0.001041,"#ff5315"
ErnestVeliz,ErnestVeliz,48691,0,0,0,0,22788,2,3150,319,1,1,2,25,0,0,0,0,0.000988,0.000044,0,0,25,0.418621,0.988315,0.002081,"#c0c0c0"
GurierrezRudy,GurierrezRudy,22660,0,0,0,0,6,0,27,45,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.404169,0.02057,0.001041,"#ff5315"
maribicv,maribicv,9519,0,0,0,0,6251,0,582,181,0,1,1,26,1,1,1,0,0,0.000044,0,0,26,0.751532,0.914424,0.001041,"#c0c0c0"
dixonguzman5,dixonguzman5,54127,0,0,0,0,807,0,637,453,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.543456,0.05382,0.001041,"#ff5315"
OlgaPetres,OlgaPetres,35401,0,0,0,0,49,0,26,18,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.589373,0.074517,0.001041,"#ff5315"
Elena24643680,Elena24643680,72713,0,0,0,0,3190,0,10,28,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.591167,0.078276,0.001041,"#ff5315"
oscarlinares22,oscarlinares22,8100,0,0,0,0,6158,10,4944,3379,0,3,3,304,1,1,1,0,0,0.000044,0,0.000504,304,0.391405,0.307657,0.003122,"#c0c0c0"
Veronic98806797,Veronic98806797,65297,0,0,0,0,112,0,153,150,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.482366,0.125353,0.001041,"#ff5315"
anamari88766452,anamari88766452,37987,0,0,0,0,4,0,28,10,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.514647,0.151846,0.001041,"#ff5315"
twitero2023,twitero2023,18707,0,0,0,0,2785,0,18,75,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.505174,0.131807,0.001041,"#ff5315"
Monayera13,Monayera13,22964,0,0,0,0,91,0,52,29,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.490607,0.097564,0.001041,"#ff5315"
cesarmillanc,cesarmillanc,62299,0,0,0,0,240,0,12,34,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.582049,0.126854,0.001041,"#ff5315"
AlexAlexTwi,AlexAlexTwi,23116,0,0,0,0,10170,3,991,371,0,10,10,229,8,0.276398,0.322358,0,0,0.000044,0,0.038555,229,0.461411,0.594578,0.010406,"#c0c0c0"
Isabel45715719,Isabel45715719,11294,0,0,0,0,904,0,108,19,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.52104,0.080116,0.001041,"#ff5315"
CoromotoQuerei2,CoromotoQuerei2,49309,0,0,0,0,60,0,1340,638,0,2,2,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.338469,0.046302,0.002081,"#ff5315"
Eduardo00767834,Eduardo00767834,101223,0,0,0,0,70,0,66,150,0,2,2,120,1,1,1,0,0,0.000044,0,0.000236,MervinMaldonad0,0.481522,0.162771,0.002081,"#00a176"
negri_19,negri_19,1308,0,0,0,0,716,0,1263,67,0,1,1,304,2,0.666667,0.75,0,0,0.000044,0,0.000037,304,0.298914,0.271076,0.001041,"#c0c0c0"
WillianMarquett,WillianMarquett,36713,0,0,0,0,3,0,20,10,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.570573,0.035679,0.001041,"#ff5315"
jesus423206371,jesus423206371,1948,0,0,0,0,109,0,52,6,0,0,0,27,0,0,0,0,0,0.000044,0,0,27,0.021731,0.54668,0,"#c0c0c0"
perez27151,perez27151,24742,0,0,0,0,12,0,127,55,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.488934,0.094987,0.001041,"#ff5315"
CarmenYoliber,CarmenYoliber,80595,0,0,0,0,4818,0,220,177,0,1,1,29,1,1,1,0,0,0.000044,0,0.000106,VTVcanal8,0.39628,0.028682,0.001041,"#ff5315"
VariedadesShar1,VariedadesShar1,223274,0,0,0,0,89534,2,1668,526,1,7,8,30,8,0.253021,0.280859,0,0.000988,0.000044,0,0.000986,avilchezve,0.323633,0.932102,0.017046,"#57782f"
FichajeGoleador,FichajeGoleador,84008,0,0,0,0,960,476,847,207538,0,1,1,268,1,1,1,0,0,0.000044,0,0.000459,SOLOVENEX_,0.079038,0.533239,0.001041,"#00b2e6"
